ori_text_x,paragraphIndex,ori_text_y,coref_text
"She produced one to eight compositions every year beginning at age 11, until her output stopped in 1848, producing only a choral work that year for her husband's birthday and leaving her second piano concerto unfinished. These two works, while reserved for her opus 18 and 19, were never published. Five years later, however, when she was 34 in 1853, the year she met Brahms, she engaged in a flurry of composing, resulting in 16 pieces that year: a set of piano variations on an ""Album Leaf"" of her husband (his Op. 99 No. 4), eight ""Romances"" for piano solo and for violin and piano, and seven songs. These works were published a year later, after Robert's confinement, as her Op. 20 through 23. For the next 43 years of her life, she only composed piano transcriptions of works by her husband and Brahms, including 41 transcriptions of Robert Schumann's lieder (commissioned by a publisher in 1872), and a short piano duet commissioned for a friend's wedding anniversary in 1879. In the last year of her life, she left several sketches for piano preludes, designed for piano students, as well as some published cadenzas for her performances of Beethoven and Mozart piano concertos. Most of Clara Schumann's music was never played by anyone else and largely forgotten until a resurgence of interest in the 1970s. Today her compositions are increasingly performed and recorded.
",52,"She produced one to eight compositions every year beginning at age 11, until her output stopped in 1848, producing only a choral work that year for her husband's birthday and leaving her second piano concerto unfinished. These two works, while reserved for her opus 18 and 19, were never published. Five years later, however, when she was 34 in 1853, the year she met Brahms, she engaged in a flurry of composing, resulting in 16 pieces that year: a set of piano variations on an ""Album Leaf"" of her husband (his Op. 99 No. 4), eight ""Romances"" for piano solo and for violin and piano, and seven songs. These works were published a year later, after Robert's confinement, as her Op. 20 through 23. For the next 43 years of her life, she only composed piano transcriptions of works by her husband and Brahms, including 41 transcriptions of Robert Schumann's lieder (commissioned by a publisher in 1872), and a short piano duet commissioned for a friend's wedding anniversary in 1879. In the last year of her life, she left several sketches for piano preludes, designed for piano students, as well as some published cadenzas for her performances of Beethoven and Mozart piano concertos. Most of Clara Schumann's music was never played by anyone else and largely forgotten until a resurgence of interest in the 1970s. Today her compositions are increasingly performed and recorded.
","Clara Schumann's produced one to eight compositions every year beginning at age 11, until Clara Schumann's's output stopped in that year, producing only a choral work that year for Clara Schumann's's husband's birthday and leaving Clara Schumann's's second piano concerto unfinished. These two works, while reserved for Clara Schumann's's opus 18 and 19, were never published. Five years later, however, when Clara Schumann's was 34 in 1853, the year Clara Schumann's met Brahms, Clara Schumann's engaged in a flurry of composing, resulting in 16 pieces 1853, the year she met Brahms: a set of piano variations on an ""Album Leaf"" of Clara Schumann's's husband (her husband's's Op. 99 No. 4), eight ""Romances"" for piano solo and for violin and piano, and seven songs. 16 pieces were published a year later, after her husband's's confinement, as Clara Schumann's's Op. 20 through 23. For the next 43 years of Clara Schumann's's life, Clara Schumann's only composed piano transcriptions of works by Clara Schumann's's husband and Brahms, including 41 transcriptions of her husband's's lieder (commissioned by a publisher in 1872), and a short piano duet commissioned for a friend's wedding anniversary in 1879. In the last year of Clara Schumann's's life, Clara Schumann's left several sketches for piano preludes, designed for piano students, as well as some published cadenzas for Clara Schumann's's performances of Beethoven and Mozart piano concertos. Most of Clara Schumann's's music was never played by anyone else and largely forgotten until a resurgence of interest in the 1970s. Today Clara Schumann's's compositions are increasingly performed and recorded.
"
"=== Editor ===
",53,"=== Editor ===
","=== Editor ===
"
"Schumann was the authoritative editor, aided by Brahms and others, of her husband's works for the publishing firm of Breitkopf & Härtel. She also edited 20 sonatas by Domenico Scarlatti, letters (Jugendbriefe) by her husband in 1885, and his piano works with fingering and other instructions (Fingersatz und Vortragsbezeichnungen) in 1886.
",54,"Schumann was the authoritative editor, aided by Brahms and others, of her husband's works for the publishing firm of Breitkopf & Härtel. She also edited 20 sonatas by Domenico Scarlatti, letters (Jugendbriefe) by her husband in 1885, and his piano works with fingering and other instructions (Fingersatz und Vortragsbezeichnungen) in 1886.
","Schumann was the authoritative editor, aided by Brahms and others, of Schumann's husband's works for the publishing firm of Breitkopf & Härtel. Schumann also edited 20 sonatas by Domenico Scarlatti, letters (Jugendbriefe) by Schumann's husband in 1885, and her husband's's piano works with fingering and other instructions (Fingersatz und Vortragsbezeichnungen) in 1886.
"
"=== ""War of the Romantics"" ===
",55,"=== ""War of the Romantics"" ===
","=== ""War of the Romantics"" ===
"
"In the early 1840s the Schumanns were interested in the works of Franz Liszt and his young composer friends of what eventually became known as the New German School, but in the second half of the decade they both became openly hostile toward Liszt because of their more musically conservative outlook and beliefs, Clara more so than Robert, as she had long been the more conservative aesthete in the Schumann marriage. By the mid-1850s, after Robert's decline, the young Brahms had joined the cause, and to promote her ideals and protect what she saw as an attack on her husband's beliefs, she, Brahms, and Joseph Joachim formed a group of conservative musicians who defended Robert Schumann's critical ideals of the legacy and respectability of music, the pinnacle of which had been Beethoven. The opposing side of this ""War of the Romantics"", a group of radical progressives in music (most of them from Weimar) led by Liszt and Richard Wagner, desired to escape composing under the shadow of Beethoven, but to transcend the old forms and ideas of what music had been and instead create what music should be for the future. The Weimar school promoted the idea of program music, while both the Schumanns and Brahms of the Leipzig/Berlin school were strict in their stance that music must and can only be absolute music, a term derisively coined by Wagner. One of Clara Schumann's difficulties with Liszt stemmed from a philosophical difference in performance practice. He believed that the artist, through physical and emotional performance, interpreted music for the audience. When he performed, Liszt flailed his arms, tossed his head, and pursed his lips., inspiring a Lisztomania across Europe which has been compared to the Beatlemania of female fans of The Beatles over a century later. Clara, in contrast, came to believe that the personality of the musician should be suppressed so that the composer's vision would be clearly evident to listeners. Partisans led active campaigns with public demonstrations at concerts, writings published in the press denigrating reputations, and other public slights designed to embarrass their adversaries. Brahms published a manifesto for the ""Serious Music"" side on 4 May 1861, signed by Clara Schumann, Joachim, Albert Dietrich, Woldemar Bargiel, and twenty others, which decried the purveyors of the ""Music of the Future"" as ""contrary to the innermost spirit of music, strongly to be deplored and condemned"". The New Weimar Club, a formal society with Liszt at its center, held an anniversary celebration of the Neue Zeitschrift für Musik, the magazine Robert Schumann had founded, in his birthplace Zwickau, and conspicuously neglected to invite members of the opposing party, including his widow, Clara. Clara Schumann ceased to perform any of Liszt's works, and she suppressed her husband's dedication to Liszt of his Fantasie in C major when she published his complete works. When she heard that Liszt and Richard Wagner would be participating in a Beethoven centenary festival in Vienna in 1870, she refused to attend. In describing the works of the opposing school, Clara Schumann was particularly scathing of Wagner, writing of his Tannhäuser, that he ""wears himself out in atrocities"", describing Lohengrin as ""horrible"", and referring to Tristan und Isolde as ""the most repugnant thing I have ever seen or heard in all my life"". She also complained that Wagner had spoken of her husband, Mendelssohn, and Brahms in a ""scornful"" way. Wagner had poked fun at the musical conservatives in an essay, portraying them as ""a musical temperance society"" awaiting a Messiah. She held Anton Bruckner's Seventh Symphony in very low esteem and wrote to Brahms, describing it as ""a horrible piece"". Bruckner's symphonies were seen as representative of the New Music due to their advanced harmony, massive orchestration and extended time-scale. Schumann was more impressed, however, with the early First Symphony in F minor by Richard Strauss; this was before Strauss began composing the highly programmatic music for which he later became famous.
",56,"In the early 1840s the Schumanns were interested in the works of Franz Liszt and his young composer friends of what eventually became known as the New German School, but in the second half of the decade they both became openly hostile toward Liszt because of their more musically conservative outlook and beliefs, Clara more so than Robert, as she had long been the more conservative aesthete in the Schumann marriage. By the mid-1850s, after Robert's decline, the young Brahms had joined the cause, and to promote her ideals and protect what she saw as an attack on her husband's beliefs, she, Brahms, and Joseph Joachim formed a group of conservative musicians who defended Robert Schumann's critical ideals of the legacy and respectability of music, the pinnacle of which had been Beethoven. The opposing side of this ""War of the Romantics"", a group of radical progressives in music (most of them from Weimar) led by Liszt and Richard Wagner, desired to escape composing under the shadow of Beethoven, but to transcend the old forms and ideas of what music had been and instead create what music should be for the future. The Weimar school promoted the idea of program music, while both the Schumanns and Brahms of the Leipzig/Berlin school were strict in their stance that music must and can only be absolute music, a term derisively coined by Wagner. One of Clara Schumann's difficulties with Liszt stemmed from a philosophical difference in performance practice. He believed that the artist, through physical and emotional performance, interpreted music for the audience. When he performed, Liszt flailed his arms, tossed his head, and pursed his lips., inspiring a Lisztomania across Europe which has been compared to the Beatlemania of female fans of The Beatles over a century later. Clara, in contrast, came to believe that the personality of the musician should be suppressed so that the composer's vision would be clearly evident to listeners. Partisans led active campaigns with public demonstrations at concerts, writings published in the press denigrating reputations, and other public slights designed to embarrass their adversaries. Brahms published a manifesto for the ""Serious Music"" side on 4 May 1861, signed by Clara Schumann, Joachim, Albert Dietrich, Woldemar Bargiel, and twenty others, which decried the purveyors of the ""Music of the Future"" as ""contrary to the innermost spirit of music, strongly to be deplored and condemned"". The New Weimar Club, a formal society with Liszt at its center, held an anniversary celebration of the Neue Zeitschrift für Musik, the magazine Robert Schumann had founded, in his birthplace Zwickau, and conspicuously neglected to invite members of the opposing party, including his widow, Clara. Clara Schumann ceased to perform any of Liszt's works, and she suppressed her husband's dedication to Liszt of his Fantasie in C major when she published his complete works. When she heard that Liszt and Richard Wagner would be participating in a Beethoven centenary festival in Vienna in 1870, she refused to attend. In describing the works of the opposing school, Clara Schumann was particularly scathing of Wagner, writing of his Tannhäuser, that he ""wears himself out in atrocities"", describing Lohengrin as ""horrible"", and referring to Tristan und Isolde as ""the most repugnant thing I have ever seen or heard in all my life"". She also complained that Wagner had spoken of her husband, Mendelssohn, and Brahms in a ""scornful"" way. Wagner had poked fun at the musical conservatives in an essay, portraying them as ""a musical temperance society"" awaiting a Messiah. She held Anton Bruckner's Seventh Symphony in very low esteem and wrote to Brahms, describing it as ""a horrible piece"". Bruckner's symphonies were seen as representative of the New Music due to their advanced harmony, massive orchestration and extended time-scale. Schumann was more impressed, however, with the early First Symphony in F minor by Richard Strauss; this was before Strauss began composing the highly programmatic music for which he later became famous.
","In the early 1840s the Schumanns were interested in the works of Franz Liszt and Franz Liszt's young composer friends of what eventually became known as the New German School, but in the second half of the decade the Schumanns became openly hostile toward Franz Liszt because of the Schumanns's more musically conservative outlook and beliefs, Clara more so than Robert, as Clara had long been the more conservative aesthete in the Schumann marriage. By the mid-1850s, after Robert's decline, the young Brahms had joined the cause, and to promote the young Brahms's ideals and protect what the young Brahms saw as an attack on the young Brahms's husband's beliefs, the young Brahms, the young Brahms, and Joseph Joachim formed a group of conservative musicians who defended Robert's critical ideals of the legacy and respectability of music, the pinnacle of which had been Beethoven. The opposing side of this ""War of the Romantics"", a group of radical progressives in music (most of them from Weimar) led by Franz Liszt and Richard Wagner, desired to escape composing under the shadow of Beethoven, but to transcend the old forms and ideas of what music had been and instead create what music should be for the future. The Weimar school promoted the idea of program music, while both the Schumanns and Brahms of the Leipzig/Berlin school were strict in both the Schumanns and Brahms of the Leipzig/Berlin school's stance that music must and can only be absolute music, a term derisively coined by Richard Wagner. One of Clara's difficulties with Franz Liszt stemmed from a philosophical difference in performance practice. Franz Liszt believed that the artist, through physical and emotional performance, interpreted music for the audience. When Franz Liszt performed, Franz Liszt flailed Franz Liszt's arms, tossed Franz Liszt's head, and pursed Franz Liszt's lips., inspiring a Lisztomania across Europe which has been compared to the Beatlemania of female fans of The Beatles over a century later. Clara, in contrast, came to believe that the personality of the musician should be suppressed so that the composer's vision would be clearly evident to listeners. Partisans led active campaigns with public demonstrations at concerts, writings published in the press denigrating reputations, and other public slights designed to embarrass Partisans's adversaries. the young Brahms published a manifesto for the ""Serious Music"" side on 4 May 1861, signed by Clara, Joseph Joachim, Albert Dietrich, Woldemar Bargiel, and twenty others, which decried the purveyors of the ""Music of the Future"" as ""contrary to the innermost spirit of music, strongly to be deplored and condemned"". The New Weimar Club, a formal society with Franz Liszt at The New Weimar Club, a formal society with Liszt at its center's center, held an anniversary celebration of the Neue Zeitschrift für Musik, the magazine Robert had founded, in Robert's birthplace Zwickau, and conspicuously neglected to invite members of the opposing party, including Robert's widow, Clara. Clara ceased to perform any of Franz Liszt's works, and Clara suppressed Clara's husband's dedication to Franz Liszt of Franz Liszt's Fantasie in C major when Clara published Franz Liszt's complete works. When Clara heard that Franz Liszt and Richard Wagner would be participating in a Beethoven centenary festival in Vienna in 1870, Clara refused to attend. In describing the works of the opposing school, Clara was particularly scathing of Richard Wagner, writing of Richard Wagner's Tannhäuser, that Richard Wagner ""wears Richard Wagner out in atrocities"", describing Lohengrin as ""horrible"", and referring to Tristan und Isolde as ""the most repugnant thing Clara have ever seen or heard in all Clara's life"". Clara also complained that Richard Wagner had spoken of Clara's husband, Mendelssohn, and the young Brahms in a ""scornful"" way. Richard Wagner had poked fun at the musical conservatives in an essay, portraying the musical conservatives as ""a musical temperance society"" awaiting a Messiah. Clara held Anton Bruckner's's Seventh Symphony in very low esteem and wrote to the young Brahms, describing Anton Bruckner's Seventh Symphony as ""a horrible piece"". Anton Bruckner's's symphonies were seen as representative of the New Music due to Bruckner's symphonies's advanced harmony, massive orchestration and extended time-scale. Clara was more impressed, however, with the early First Symphony in F minor by Richard Strauss; the early First Symphony in F minor by Richard Strauss was before Richard Strauss began composing the highly programmatic music for which Richard Strauss later became famous.
"
"Though Brahms secretly held Wagner's music in high esteem, and eventually publicly praised Liszt's works as well, and several of the proponents and signers of the manifesto, including Joachim, relented and joined the ""other side"", and the controversy died down, Clara Schumann remained steadfast in her disapproval of the New German School's music during her lifetime.
",57,"Though Brahms secretly held Wagner's music in high esteem, and eventually publicly praised Liszt's works as well, and several of the proponents and signers of the manifesto, including Joachim, relented and joined the ""other side"", and the controversy died down, Clara Schumann remained steadfast in her disapproval of the New German School's music during her lifetime.
","Though Brahms secretly held Wagner's music in high esteem, and eventually publicly praised Liszt's works as well, and several of the proponents and signers of the manifesto, including Joachim, relented and joined the ""other side"", and the controversy died down, Clara Schumann remained steadfast in Clara Schumann's disapproval of the New German School's music during Clara Schumann's lifetime.
"
"== Legacy ==
",58,"== Legacy ==
","== Legacy ==
"
"=== Impact during her lifetime ===
",59,"=== Impact during her lifetime ===
","=== Impact during her lifetime ===
"
"Although Schumann was not widely recognized as a composer for many years after her death, she made a lasting impression as a pianist. Trained by her father to play by ear and memorize, she gave public performances from memory as early as age thirteen, a fact noted as exceptional by her reviewers. She was one of the first pianists to perform from memory, making it the standard for concerts. She was also instrumental in changing the kind of programs expected of concert pianists. In her early career, before her marriage, she played the customary bravura pieces designed to showcase the artist's technique, often in the form of arrangements or variations on popular themes from operas, written by virtuosos such as Thalberg, Herz, or Henselt. As it was customary to play one's own compositions, she included at least one of her own works in every program, such as Variations on a Theme by Bellini (Op. 8) and the popular Scherzo (Op. 10). However, as she became a more independent artist, her repertoire contained mainly music by leading composers. Schumann influenced pianists through her teaching, which emphasized expression and a singing tone, with technique subordinated to the intentions of the composer. One of her students, Mathilde Verne, carried her teaching to England where she taught, among others, Solomon. Another of her students, Carl Friedberg, carried the tradition to the Juilliard School in America, where his students included Nina Simone, Malcolm Frager and Bruce Hungerford. She was also instrumental in getting the works of Robert Schumann recognized, appreciated and added to the repertoire. She promoted his works tirelessly throughout her life.
",60,"Although Schumann was not widely recognized as a composer for many years after her death, she made a lasting impression as a pianist. Trained by her father to play by ear and memorize, she gave public performances from memory as early as age thirteen, a fact noted as exceptional by her reviewers. She was one of the first pianists to perform from memory, making it the standard for concerts. She was also instrumental in changing the kind of programs expected of concert pianists. In her early career, before her marriage, she played the customary bravura pieces designed to showcase the artist's technique, often in the form of arrangements or variations on popular themes from operas, written by virtuosos such as Thalberg, Herz, or Henselt. As it was customary to play one's own compositions, she included at least one of her own works in every program, such as Variations on a Theme by Bellini (Op. 8) and the popular Scherzo (Op. 10). However, as she became a more independent artist, her repertoire contained mainly music by leading composers. Schumann influenced pianists through her teaching, which emphasized expression and a singing tone, with technique subordinated to the intentions of the composer. One of her students, Mathilde Verne, carried her teaching to England where she taught, among others, Solomon. Another of her students, Carl Friedberg, carried the tradition to the Juilliard School in America, where his students included Nina Simone, Malcolm Frager and Bruce Hungerford. She was also instrumental in getting the works of Robert Schumann recognized, appreciated and added to the repertoire. She promoted his works tirelessly throughout her life.
","Although Schumann was not widely recognized as a composer for many years after Schumann's death, Schumann made a lasting impression as a pianist. Trained by Schumann's father to play by ear and memorize, Schumann gave public performances from memory as early as age thirteen, a fact noted as exceptional by Schumann's reviewers. Schumann was one of the first pianists to perform from memory, making memory the standard for concerts. Schumann was also instrumental in changing the kind of programs expected of concert pianists. In Schumann's early career, before Schumann's marriage, Schumann played the customary bravura pieces designed to showcase the artist's technique, often in the form of arrangements or variations on popular themes from operas, written by virtuosos such as Thalberg, Herz, or Henselt. As it was customary to play one's own compositions, Schumann included at least one of Schumann's own works in every program, such as Variations on a Theme by Bellini (Op. 8) and the popular Scherzo (Op. 10). However, as Schumann became a more independent artist, Schumann's repertoire contained mainly music by leading composers. Schumann influenced pianists through Schumann's teaching, which emphasized expression and a singing tone, with technique subordinated to the intentions of the composer. One of Schumann's students, Mathilde Verne, carried Schumann's teaching to England where Schumann taught, among others, Solomon. Another of Schumann's students, Carl Friedberg, carried the tradition to the Juilliard School in America, where Another of her students, Carl Friedberg's students included Nina Simone, Malcolm Frager and Bruce Hungerford. Schumann was also instrumental in getting the works of Robert Schumann recognized, appreciated and added to the repertoire. Schumann promoted Robert Schumann's works tirelessly throughout Schumann's life.
"
"=== Film ===
",61,"=== Film ===
","=== Film ===
"
"Clara Schumann has been portrayed on screen many times. Träumerei (Dreaming), the oldest known Schumann film, premiered on 3 May 1944 in Zwickau. Possibly the best-known film is Song of Love (1947)  starring Katharine Hepburn as Clara, Paul Henreid as Robert, and Robert Walker as Brahms. In 1954, Loretta Young portrayed her on The Loretta Young Show in Season 1, Episode 26: The Clara Schumann Story (first aired on 21 March 1954), in which she supports the composing career of her husband, played by George Nader, alongside Shelley Fabares and Carleton G. Young. Two more recent German films are Frühlingssinfonie (Spring Symphony) (1983), starring Nastassja Kinski as Clara, and the 2008 Helma Sanders-Brahms' film Geliebte Clara (Beloved Clara), where she is portrayed by Martina Gedeck.
",62,"Clara Schumann has been portrayed on screen many times. Träumerei (Dreaming), the oldest known Schumann film, premiered on 3 May 1944 in Zwickau. Possibly the best-known film is Song of Love (1947)  starring Katharine Hepburn as Clara, Paul Henreid as Robert, and Robert Walker as Brahms. In 1954, Loretta Young portrayed her on The Loretta Young Show in Season 1, Episode 26: The Clara Schumann Story (first aired on 21 March 1954), in which she supports the composing career of her husband, played by George Nader, alongside Shelley Fabares and Carleton G. Young. Two more recent German films are Frühlingssinfonie (Spring Symphony) (1983), starring Nastassja Kinski as Clara, and the 2008 Helma Sanders-Brahms' film Geliebte Clara (Beloved Clara), where she is portrayed by Martina Gedeck.
","Clara Schumann has been portrayed on screen many times. Träumerei (Dreaming), the oldest known Clara Schumann film, premiered on 3 May 1944 in Zwickau. Possibly the best-known film is Song of Love (1947)  starring Katharine Hepburn as Clara Schumann, Paul Henreid as Robert, and Robert Walker as Brahms. In 1954, Loretta Young portrayed Clara Schumann on The Loretta Young Show in Season 1, Episode 26: The Clara Schumann Story (first aired on 21 March 1954), in which Clara Schumann supports the composing career of Clara Schumann's husband, played by George Nader, alongside Shelley Fabares and Carleton G. Young. Two more recent German films are Frühlingssinfonie (Spring Symphony) (1983), starring Nastassja Kinski as Clara Schumann, and the 2008 Helma Sanders-Brahms' film Geliebte Clara (Beloved Clara), where she is portrayed by Martina Gedeck.
"
"=== Banknote and conservatory ===
",63,"=== Banknote and conservatory ===
","=== Banknote and conservatory ===
"
"An image of Clara Schumann from an 1835 lithograph by Andreas Staub was featured on the 100 Deutsche Mark banknote from 2 January 1989 until the adoption of the euro on 1 January 2002. The back of the banknote shows a grand piano she played and the exterior of Dr. Hoch's Konservatorium, where she taught. The great hall of the conservatory's new building is named after her.
",64,"An image of Clara Schumann from an 1835 lithograph by Andreas Staub was featured on the 100 Deutsche Mark banknote from 2 January 1989 until the adoption of the euro on 1 January 2002. The back of the banknote shows a grand piano she played and the exterior of Dr. Hoch's Konservatorium, where she taught. The great hall of the conservatory's new building is named after her.
","An image of Clara Schumann from an 1835 lithograph by Andreas Staub was featured on the 100 Deutsche Mark banknote from 2 January 1989 until the adoption of the euro on 1 January 2002. The back of the 100 Deutsche Mark banknote shows a grand piano Clara Schumann played and the exterior of Dr. Hoch's Konservatorium, where Clara Schumann taught. The great hall of Dr. Hoch's Konservatorium, where she taught's new building is named after Clara Schumann.
"
"== Notes ==
",65,"== Notes ==
","== Notes ==
"
"== References ==
",66,"== References ==
","== References ==
"
"=== Cited sources ===
",67,"=== Cited sources ===
","=== Cited sources ===
"
"== Further reading ==
",68,"== Further reading ==
","== Further reading ==
"
"Beer, Anna: Sounds and Sweet Airs: The Forgotten Women of Classical Music. Chapter 6: ""Schumann"", pp. 205–41. Oneworld Publications (2016). ISBN 978-1-78074-856-6.
",69,"Beer, Anna: Sounds and Sweet Airs: The Forgotten Women of Classical Music. Chapter 6: ""Schumann"", pp. 205–41. Oneworld Publications (2016). ISBN 978-1-78074-856-6.
","Beer, Anna: Sounds and Sweet Airs: The Forgotten Women of Classical Music. Chapter 6: ""Schumann"", pp. 205–41. Oneworld Publications (2016). ISBN 978-1-78074-856-6.
"
"Boyd, Melinda: ""Gendered Voices – The Liebesfrühling Lieder of Robert and Clara Schumann"". In 19th-Century Music, Vol. 39 (Autumn 1975), pp. 145–62.
",70,"Boyd, Melinda: ""Gendered Voices – The Liebesfrühling Lieder of Robert and Clara Schumann"". In 19th-Century Music, Vol. 39 (Autumn 1975), pp. 145–62.
","Boyd, Melinda: ""Gendered Voices – The Liebesfrühling Lieder of Robert and Clara Schumann"". In 19th-Century Music, Vol. 39 (Autumn 1975), pp. 145–62.
"
"Burstein, L. Poundie: ""Their Paths, Her Ways – Comparison of Text Settings by Clara Schumann and Other Composers"". In Women and Music: A Journal of Gender and Culture, Vol. 6 (2002), pp. 11ff.
",71,"Burstein, L. Poundie: ""Their Paths, Her Ways – Comparison of Text Settings by Clara Schumann and Other Composers"". In Women and Music: A Journal of Gender and Culture, Vol. 6 (2002), pp. 11ff.
","Burstein, L. Poundie: ""Their Paths, Her Ways – Comparison of Text Settings by Clara Schumann and Other Composers"". In Women and Music: A Journal of Gender and Culture, Vol. 6 (2002), pp. 11ff.
"
"Gates, Eugene. ""Clara Schumann: A Composer's Wife as Composer."" Kapralova Society Journal 7, no. 2 (Fall 2009): 1–7.
",72,"Gates, Eugene. ""Clara Schumann: A Composer's Wife as Composer."" Kapralova Society Journal 7, no. 2 (Fall 2009): 1–7.
","Gates, Eugene. ""Clara Schumann: A Composer's Wife as Composer."" Kapralova Society Journal 7, no. 2 (Fall 2009): 1–7.
"
"Gould, John: ""What Did They Play? The Changing Repertoire of the Piano Recital from the Beginnings to 1980"". In The Musical Times Vol. 146 (Winter 2005), pp. 61–76.
",73,"Gould, John: ""What Did They Play? The Changing Repertoire of the Piano Recital from the Beginnings to 1980"". In The Musical Times Vol. 146 (Winter 2005), pp. 61–76.
","Gould, John: ""What Did They Play? The Changing Repertoire of the Piano Recital from the Beginnings to 1980"". In The Musical Times Vol. 146 (Winter 2005), pp. 61–76.
"
"Kühn, Dieter: Clara Schumann, Klavier. Fischer Taschenbuch Verlag (March 2009). ISBN 9783596142033. (in German).
",74,"Kühn, Dieter: Clara Schumann, Klavier. Fischer Taschenbuch Verlag (March 2009). ISBN 9783596142033. (in German).
","Kühn, Dieter: Clara Schumann, Klavier. Fischer Taschenbuch Verlag (March 2009). ISBN 9783596142033. (in German).
"
"Mäkelä, Tomi: ""Den Lebenden schulden wir Rücksichtnahme, den Toten nur die Wahrheit. Eine Einführung in Friedrich Wiecks Welt der philisterhaften Mittelmäßigkeit und besseren Salonmusik"". In Friedrich Wieck:  Gesammelte Schriften über Musik und Musiker [...], pp. 15–49. Frankfurt am Main: Peter Lang (2019). ISBN 978-3-631-76745-0. (in German).
",75,"Mäkelä, Tomi: ""Den Lebenden schulden wir Rücksichtnahme, den Toten nur die Wahrheit. Eine Einführung in Friedrich Wiecks Welt der philisterhaften Mittelmäßigkeit und besseren Salonmusik"". In Friedrich Wieck:  Gesammelte Schriften über Musik und Musiker [...], pp. 15–49. Frankfurt am Main: Peter Lang (2019). ISBN 978-3-631-76745-0. (in German).
","Mäkelä, Tomi: ""Den Lebenden schulden wir Rücksichtnahme, den Toten nur die Wahrheit. Eine Einführung in Friedrich Wiecks Welt der philisterhaften Mittelmäßigkeit und besseren Salonmusik"". In Friedrich Wiecks:  Gesammelte Schriften über Musik und Musiker [...], pp. 15–49. Frankfurt am Main: Peter Lang (2019). ISBN 978-3-631-76745-0. (in German).
"
"Rattalino, Piero: Schumann. Robert & Clara. Varese, Italy: Zecchini Editore (2002). ISBN 88-87203-14-8. (in Italian).
",76,"Rattalino, Piero: Schumann. Robert & Clara. Varese, Italy: Zecchini Editore (2002). ISBN 88-87203-14-8. (in Italian).
","Rattalino, Piero: Schumann. Robert & Clara. Varese, Italy: Zecchini Editore (2002). ISBN 88-87203-14-8. (in Italian).
"
"Sémerjian, Ludwig. ""Clara Schumann: New Cadenzas for Mozart's Piano Concerto in D Minor. Romantic Visions of a Classical Masterpiece."" Kapralova Society Journal 17, no. 2 (Fall 2019): 1–9.
",77,"Sémerjian, Ludwig. ""Clara Schumann: New Cadenzas for Mozart's Piano Concerto in D Minor. Romantic Visions of a Classical Masterpiece."" Kapralova Society Journal 17, no. 2 (Fall 2019): 1–9.
","Sémerjian, Ludwig. ""Clara Schumann: New Cadenzas for Mozart's Piano Concerto in D Minor. Romantic Visions of a Classical Masterpiece."" Kapralova Society Journal 17, no. 2 (Fall 2019): 1–9.
"
"Vloed, Kees van der: Clara Schumann-Wieck. De pijn van het gemis. Soesterberg, Netherlands: Aspekt (2012). ISBN 9789461531773. (in Dutch).
",78,"Vloed, Kees van der: Clara Schumann-Wieck. De pijn van het gemis. Soesterberg, Netherlands: Aspekt (2012). ISBN 9789461531773. (in Dutch).
","Vloed, Kees van der: Clara Schumann-Wieck. De pijn van het gemis. Soesterberg, Netherlands: Aspekt (2012). ISBN 9789461531773. (in Dutch).
"
"== External links ==
",79,"== External links ==
","== External links ==
"
"Free scores by Clara Schumann at the International Music Score Library Project (IMSLP)
",80,"Free scores by Clara Schumann at the International Music Score Library Project (IMSLP)
","Free scores by Clara Schumann at the International Music Score Library Project (IMSLP)
"
"The Creative Art of Clara Schumann, by Claire Flynn, National University of Ireland thesis, August 1991
",81,"The Creative Art of Clara Schumann, by Claire Flynn, National University of Ireland thesis, August 1991
","The Creative Art of Clara Schumann, by Claire Flynn, National University of Ireland thesis, August 1991
"
"Clara Schumann: A Composer’s Wife as Composer – by Eugene Gates, Kapralova Society Journal
",82,"Clara Schumann: A Composer’s Wife as Composer – by Eugene Gates, Kapralova Society Journal
","Clara Schumann: A Composer’s Wife as Composer – by Eugene Gates, Kapralova Society Journal
"
"Clara Schumann website at Geneva College
",83,"Clara Schumann website at Geneva College
","Clara Schumann website at Geneva College
"
"Clara Schumann pages at Schumann Portal website (German and English versions)
",84,"Clara Schumann pages at Schumann Portal website (German and English versions)
","Clara Schumann pages at Schumann Portal website (German and English versions)
"
"March in Es dur on YouTube, for piano duet, Clara Schumann's last work
",85,"March in Es dur on YouTube, for piano duet, Clara Schumann's last work
","March in Es dur on YouTube, for piano duet, Clara Schumann's last work
"
"Scherzo Nr. 2 Op. 14 on YouTube
",86,"Scherzo Nr. 2 Op. 14 on YouTube
","Scherzo Nr. 2 Op. 14 on YouTube
"
"Clara Schumann: Piano Trio in G minor, played by Galos Piano Trio at St. Martin in the Fields on 26 May 2015 on YouTube",87,"Clara Schumann: Piano Trio in G minor, played by Galos Piano Trio at St. Martin in the Fields on 26 May 2015 on YouTube","Clara Schumann: Piano Trio in G minor, played by Galos Piano Trio at St. Martin in the Fields on 26 May 2015 on YouTube"
